movie_id,title,genres,overview,release_date,popularity,vote_average,genres_list,,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,predicted_score
1302004,Kaskasero,Drama,"A talented mechanic and driver, Migs quickly finds success when a customer he likes, Gabbi, leads him into the life of street car racing. But as he goes along this life and learns of Gabbi’s past, Migs makes rash decisions that might put the brakes on their relationship.",2024-07-26,11.4691,6.8,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9821587
67612,"Black God, White Devil","Adventure,Western,Drama","Wanted for killing his boss, Manuel flees with his wife Rosa to the sertão, the barren landscape of Northern Brazil. Thrust into a primordial violent region, Manuel and Rosa come under the influence and control of a series of frightening figures.",1964-03-13,11.4357,7.097,"['Adventure', 'Western', 'Drama']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.3339825
619979,Deep Water,"Drama,Mystery,Thriller",A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,2022-03-17,11.4331,5.817,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.1259055
784941,Taming The Younger Sister-in-Law,"Drama,Romance","One day, Min-sang who is not that handsome becomes a huge success because of a webtoon. Then he gets a sexy wife, Yu-ra, for himself. Min-sang is having a dream-like marriage with Yura. It has been a perfect day except for his sister-in-law Yu-mi, who hates her ugly self. Accidentally, he learned of his wife's dark past through his sister-in-law's diary, and this leads to a reversal of the relationship with her sister-in-law. Min-sang began to demand excessive demands from his sister-in-law, and Yu-mi began to accept them. Where will the end of the relationship between Min-sang, Yu-ra, and Yu-mi lead?",2020-12-11,11.4223,6.1,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.7453136
44875,Topper Returns,"Comedy,Fantasy,Mystery","Topper is once again tormented by a fun-loving spirit. This time, it's Gail Richards, accidentally murdered while vacationing at the home of her wealthy friend, Ann Carrington, the intended victim. With Topper's help, Gail sets out to find her killer with the expected zany results.",1941-03-21,11.4163,6.4,"['Comedy', 'Fantasy', 'Mystery']",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.098899
694,The Shining,"Horror,Thriller","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,11.4104,8.209,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.7503457
123229,Porn in the Hood,Comedy,3 childhood friends who have never left their hometown in the suburb try to get into porn as a way of earning easy money.,2012-07-11,11.4065,5.052,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.060179
897160,Brave Citizen,"Action,Drama,Comedy","An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask.",2023-10-25,11.3919,7.331,"['Action', 'Drama', 'Comedy']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.385189
299054,Expend4bles,"Action,Adventure,Thriller","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",2023-09-15,11.3786,6.096,"['Action', 'Adventure', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.706569
18491,Neon Genesis Evangelion: The End of Evangelion,"Animation,Science Fiction,Action,Drama","SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",1997-07-19,11.3779,8.272,"['Animation', 'Science Fiction', 'Action', 'Drama']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.806873
32657,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Fantasy,Family","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",2010-02-01,11.3769,6.209,"['Adventure', 'Fantasy', 'Family']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.048008
990140,Sakra,Action,"Qiao Feng is the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story—and the unknown enemies working to destroy him from the shadows.",2023-01-16,11.37,6.456,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4316993
338953,Fantastic Beasts: The Secrets of Dumbledore,"Fantasy,Adventure","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",2022-04-06,11.3352,6.637,"['Fantasy', 'Adventure']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3324356
560963,Wings of Steel,"TV Movie,Drama,History","They returned home to Czechoslovakia, believing that the long-awaited peace would come. However, history decided otherwise. Over two and a half thousand pilots served in the uniforms of the British Royal Air Force. Heroes to the British, who helped decide the outcome of the war, they were tried for treason in our country after the war... The Ballad of a Pilot takes place in late summer 1945 and early 1946, a time of euphoria over the newly acquired peace, when the network of interpersonal relationships, shattered by the war, began to reform. At first, it was thought that the First Republic democracy would take over the government, but the fate of Czechoslovakia turned out differently.",2018-11-04,11.3315,6.0,"['TV Movie', 'Drama', 'History']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5.900744
72190,World War Z,"Action,Horror,Science Fiction,Thriller","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013-06-19,11.3244,6.824,"['Action', 'Horror', 'Science Fiction', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.88127
333339,Ready Player One,"Adventure,Action,Science Fiction","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",2018-03-28,11.316,7.585,"['Adventure', 'Action', 'Science Fiction']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.763354
675308,Lingering,"Horror,Mystery","When Yoo-mi searches out her mother's friend at a hotel to drop off her younger sister, she falls into unexpected mystery and horror.",2020-04-29,11.3062,6.34,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.12861
93456,Despicable Me 2,"Animation,Comedy,Family",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,2013-06-26,11.2991,6.9,"['Animation', 'Comedy', 'Family']",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.860831
41154,Men in Black 3,"Action,Comedy,Science Fiction","Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",2012-05-23,11.2984,6.536,"['Action', 'Comedy', 'Science Fiction']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1612663
132601,The Reef 2: High Tide,"Animation,Family","Trained in the skills of sea power, Pi the fish can fight a shark, sink a squid or batter any random predator that ever threatens his friends and neighbors on the reef. Unfortunately, being the only hero in town can take its toll, especially when a group of sharks declares that the end of the reef is soon at hand.",2012-10-19,11.2956,4.5,"['Animation', 'Family']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.306532
13017,Unstable Fables: Tortoise vs. Hare,"Animation,Family,Comedy","This story picks up a generation after the famous race between the Hare and the Tortoise. This time it's their kids' turn to compete, and they're about to escalate their family rivalry to ridiculous new levels.",2008-09-12,11.2916,5.7,"['Animation', 'Family', 'Comedy']",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.676336
1084153,Sneaks,"Family,Comedy,Adventure,Animation","Ty, a misguided, one-of-a-kind designer sneaker, doesn’t know life outside the comforts of his velvet-lined shoebox. After his sister is stolen by a shady collector, Ty must venture into New York City to find and rescue her. In his adventure, Ty meets a ragtag group of footwear friends from all walks of life who help him find the courage to step outside of his shoebox and find his sole-mate.",2025-04-17,11.2901,6.0,"['Family', 'Comedy', 'Adventure', 'Animation']",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.692228
68718,Django Unchained,"Drama,Western","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25,11.2693,8.184,"['Drama', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.760359
1196470,Survive,"Science Fiction,Thriller,Adventure,Action",A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024-06-19,11.2524,5.8,"['Science Fiction', 'Thriller', 'Adventure', 'Action']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.823132
59115,Quarantine 2: Terminal,"Horror,Mystery,Science Fiction",A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,2011-06-16,11.2409,5.72,"['Horror', 'Mystery', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.3282356
1000079,A Smile Doesn't Lie,"Comedy,Drama","Wisi is in trouble. He arrives in Bordeaux in the hope of finding a job and crosses paths with Marina, a humanitarian with a big heart. To get accommodation with her, he pretends to be undocumented. One evening, he meets Jérôme, himself on the street after the death of his mother.",2024-07-03,11.2392,5.8,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0690856
10553,Remo Williams: The Adventure Begins,"Comedy,Action,Adventure","An officially ""dead"" cop is trained to become an extraordinary unique assassin in service of the U.S. President.",1985-10-11,11.2347,6.225,"['Comedy', 'Action', 'Adventure']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5137267
679,Aliens,"Action,Thriller,Science Fiction","Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",1986-07-18,11.2335,8.0,"['Action', 'Thriller', 'Science Fiction']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.5974402
4951,10 Things I Hate About You,"Comedy,Romance,Drama","On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",1999-03-30,11.2175,7.593,"['Comedy', 'Romance', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.767619
330395,The Old Testament,"Adventure,History,Drama","The Jews of Jerusalem are driven out by their Syrian rulers. They gather their forces, and return to drive out their oppressors.",1963-04-10,11.2157,7.7,"['Adventure', 'History', 'Drama']",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.2038
854,The Mask,"Romance,Comedy,Crime,Fantasy","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",1994-07-29,11.205,6.969,"['Romance', 'Comedy', 'Crime', 'Fantasy']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.960085
9509,Man on Fire,"Action,Drama,Thriller","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",2004-04-23,11.2033,7.456,"['Action', 'Drama', 'Thriller']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.188048
1235431,Oshi no Ko -The Final Act-,"Drama,Music,Fantasy","Goro is a gynecologist and idol fan who’s in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he’s about to forge a bond with her that defies all common sense! Lies are an idol’s weapon!",2024-12-20,11.2014,7.0,"['Drama', 'Music', 'Fantasy']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6.785731
954,Mission: Impossible,"Adventure,Action,Thriller","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996-05-22,11.1836,7.011,"['Adventure', 'Action', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.542902
1236471,Everyone Is Going to Die,"Horror,Thriller,Drama","On his daughter's birthday, a wealthy father's reconciliation attempt is hijacked by two female burglars. A shakedown evolves into a lethal cat-and-mouse as hidden motives emerge, culminating in a life-altering revelation.",2025-02-21,11.1831,5.9,"['Horror', 'Thriller', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5.4990973
101,Léon: The Professional,"Crime,Drama,Action","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",1994-09-14,11.1751,8.3,"['Crime', 'Drama', 'Action']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8935485
949,Heat,"Crime,Drama,Action",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,1995-12-15,11.165,7.9,"['Crime', 'Drama', 'Action']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.639243
9732,The Lion King II: Simba's Pride,"Family,Adventure,Animation,Action","The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",1998-10-24,11.1639,6.946,"['Family', 'Adventure', 'Animation', 'Action']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.654542
740985,Borat Subsequent Moviefilm,Comedy,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",2020-10-23,11.1562,6.437,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9575343
9769,Lolita,"Drama,Romance","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",1997-09-27,11.1553,7.134,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.1321745
930094,"Red, White & Royal Blue","Comedy,Romance","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",2023-07-27,11.1509,7.96,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.55244
9472,DodgeBall: A True Underdog Story,Comedy,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",2004-06-18,11.1474,6.359,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.090472
483104,A Christmas Prince,"Romance,TV Movie","When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",2017-11-17,11.1415,6.6,"['Romance', 'TV Movie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.3697257
1243341,Z-O-M-B-I-E-S 4: Dawn of the Vampires,"Music,Adventure,Romance,Comedy,Family","A new adventure dawns for Zed and Addison when their summer road trip takes an unexpected detour, landing them in the middle of yet another monster rivalry: Daywalkers vs. Vampires. Tensions flare when Zed and Addison find themselves acting as camp counselors between the two opposing supernatural factions. With the help of Eliza and Willa, they must convince sworn enemies Nova and Victor to try to unite their warring worlds before an even greater threat endangers them all.",2025-07-10,11.1399,6.866,"['Music', 'Adventure', 'Romance', 'Comedy', 'Family']",0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.5278673
475210,How It Ends,"Science Fiction,Thriller,Mystery,Action,Adventure",A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,2018-07-13,11.1398,5.276,"['Science Fiction', 'Thriller', 'Mystery', 'Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4.7966533
1379587,Utopia,"Mystery,Thriller,Action,Science Fiction","A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.",2024-12-09,11.1361,5.5,"['Mystery', 'Thriller', 'Action', 'Science Fiction']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5.5579305
106,Predator,"Science Fiction,Action,Adventure,Thriller",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,1987-06-12,11.1336,7.54,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.1779532
1064486,Memoir of a Snail,"Animation,Drama,Comedy","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",2024-10-17,11.1273,8.073,"['Animation', 'Drama', 'Comedy']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.028543
1450599,K.O.,"Action,Drama,Adventure","A former fighter must find the missing son of an opponent he accidentally killed years ago, taking on a brutally violent crime gang in Marseille.",2025-06-05,11.1117,6.458,"['Action', 'Drama', 'Adventure']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.47091
515985,The Fever,"Drama,Mystery,Thriller","Justino, a 45-year-old member of the indigenous Desana people, is a security guard at the Manaus harbor. As his daughter prepares to soon depart to Brasília, Justino comes down with a mysterious fever.",2021-06-30,11.1015,6.3,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.2395177
38365,Grown Ups,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010-06-24,11.088,6.399,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4441595
41639,Magic & Bird: A Courtship of Rivals,"Documentary,Drama",An exploration of the fierce rivalry between NBA superstars Larry Bird and Magic Johnson during their decade of dominance.,2010-03-10,11.0687,7.7,"['Documentary', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5737433
46195,Rio,"Animation,Adventure,Comedy,Family","Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",2011-04-03,11.0413,6.8,"['Animation', 'Adventure', 'Comedy', 'Family']",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5429177
57695,The Princess of Montpensier,"Action,Drama,History,Romance","Set in the high courts of 16th Century France, where the wars of religion between Catholics and Protestants are raging. Marie de Mézières, a beautiful young aristocrat, is in love with Henri de Guise, but her hand in marriage is promised to the Prince of Montpensier.",2010-11-03,11.0294,6.4,"['Action', 'Drama', 'History', 'Romance']",0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.5671024
631428,Cherished Memories: A Gift to Remember 2,"Romance,TV Movie","As Darcy and Aiden prepare to celebrate their second Christmas together, an unexpected guest and a fight to save the beloved community center unites everyone for an unforgettable holiday.",2019-11-24,11.024,5.6,"['Romance', 'TV Movie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.7626605
581310,Flip That Romance,"Romance,TV Movie","Rival house flippers, Jules Briggs and Lance Waddell, renovate dual sides of a duplex and rekindle an old romance.",2019-03-16,11.0236,6.3,"['Romance', 'TV Movie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.806956
381648,Lady Karuizawa,"Drama,Romance",A university student travels to a popular resort in the mountains for a summer job as a waiter and becomes romantically involved with an older woman from a wealthy family.,1982-08-06,11.016,4.8,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.031353
687637,That's Roman Porno: Smile of Goddesses,Documentary,A documentary compilation that shows various clips from the Roman Porno series of movies from 1971 to 1988.,1988-06-11,10.9864,3.8,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8327937
77,Memento,"Mystery,Thriller","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",2000-10-11,10.9855,8.178,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.9819565
512200,Jumanji: The Next Level,"Adventure,Comedy,Fantasy","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",2019-12-04,10.9848,6.888,"['Adventure', 'Comedy', 'Fantasy']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0244465
52611,The Hairy Tooth Fairy 2,"Animation,Family","Eight year old Lucas would like to know how the Tooth Fairy exchanges coins for teeth without getting caught. He is determined to stay awake all night to find out. Meanwhile, a little mouse falls into a trap set by a dishonest contractor who is desperate to tell the world his secret, that the mouse is the Tooth Fairy. Lucas and his family has to do everything in their power to help the sweet little mouse with its mission, which since time immemorial, is to make children happy...",2008-12-12,10.9754,6.8,"['Animation', 'Family']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7937636
896536,The Legend of Ochi,"Family,Fantasy,Adventure","In a remote village on the island of Carpathia, a shy farm girl named Yuri is raised to fear an elusive animal species known as ochi. But when Yuri discovers a wounded baby ochi has been left behind, she escapes on a quest to bring him home.",2025-04-18,10.9715,6.281,"['Family', 'Fantasy', 'Adventure']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.8637085
228794,Provocation,"Drama,Romance","Passions run wildly amok at Carlo's country inn as his wife, Amelia, fantasizes about an affair with a guest, while his grandson Gianni spies on him to learn the secrets of love. And when Carlo's sexy cousin Marilinda comes to stay, everybody sits up and takes notice.",1995-12-15,10.9682,5.31,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.223448
497698,Black Widow,"Action,Adventure,Science Fiction","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",2021-07-07,10.9662,7.191,"['Action', 'Adventure', 'Science Fiction']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.975129
1084242,Zootopia 2,"Family,Comedy,Crime,Adventure,Animation","After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find their partnership isn't as solid as they thought when Chief Bogo orders them to join the Partners in Crisis counseling program. But it doesn't take long for their partnership to be put to the ultimate test when they find themselves on the twisting trail of a mystery tied to the arrival of a venomous snake in the animal metropolis.",2025-11-26,10.9625,0.0,"['Family', 'Comedy', 'Crime', 'Adventure', 'Animation']",0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055491716
545611,Everything Everywhere All at Once,"Action,Adventure,Science Fiction","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",2022-03-24,10.96,7.741,"['Action', 'Adventure', 'Science Fiction']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.313613
33374,Class Reunion,"Comedy,Horror","Lizzie Borden High's class of '72 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from the mental institution and crashes the party. When guests start getting bumped off, the other alumni, including snooty yacht salesman Bob Spinnaker, class tease Bunny Packard, and class zero Gary Nash, spring into action to uncover the culprit.",1982-10-29,10.9555,5.0,"['Comedy', 'Horror']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.637716
1064390,How to Murder Your Husband: The Nancy Brophy Story,"TV Movie,Thriller","Author Nancy Crampton-Brophy often writes stories about female protagonists who fantasize about killing their own husbands. In a shocking and ironic turn of events, Brophy faces accusations of doing the same thing in real life.",2023-01-14,10.941,6.3,"['TV Movie', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.3556185
57158,The Hobbit: The Desolation of Smaug,"Fantasy,Adventure,Action","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013-12-11,10.9321,7.572,"['Fantasy', 'Adventure', 'Action']",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3931456
1268870,Nudus,"Horror,Thriller,Science Fiction","As she awakens from a prolonged coma, a woman is shocked to learn all the details of her life her captors her captors have access to.",2024-04-11,10.9277,7.0,"['Horror', 'Thriller', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.8574076
